,brand,model,category,id
272,LAND ROVER,LAND ROVER RANGE R. VE. R-DYN SE 2.0 4X4 300CV AUT.,SUV,273
273,GM - CHEVROLET,GM - CHEVROLET HATCH LT 1.0 12V TB FLEX 5P AUT,Hatch,274
274,HYUNDAI,HYUNDAI HB20S,,275
275,GM - CHEVROLET,GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,Sedã,276
276,GM - CHEVROLET,GM - CHEVROLET PRISMA SED. LT 1.0 8V FLEXPOWER 4P,Sedã,277
277,VW - VOLKSWAGEN,VW - VOLKSWAGEN VOYAGE SELECAO 1.0 MI TOTAL FLEX 8V 4P,Sedã,278
278,PEUGEOT,PEUGEOT 208 ALLURE 1.5 FLEX 8V 5P,Passeio,279
279,TOYOTA,TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,Hatch,280
280,RENAULT,RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,Passeio,281
281,FIAT,FIAT PALIO ESSENCE 1.6 FLEX 16V 5P,Hatch,282
282,FORD,FORD FIESTA SEL 1.6 16V FLEX MEC. 5P,Hatch,283
283,RENAULT,RENAULT LOGAN ZEN FLEX 1.6 16V 4P MEC.,Sedã,284
284,BMW,BMW 320IA,,285
285,GM - CHEVROLET,GM - CHEVROLET TRACKER PREMIER 1.4 TURBO 16V FLEX AUT,SUV,286
286,HONDA,HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,Hatch,287
287,TOYOTA,TOYOTA BAND.JIPE CAP.DE AÇO CHAS. CURTO DIESEL,Pick-up,288
288,VW - VOLKSWAGEN,VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,Hatch,289
289,VW - VOLKSWAGEN,VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,Pick-up,290
290,FORD,FORD ECOSPORT FREESTYLE 1.5 12V FLEX 5P AUT.,SUV,291
291,HYUNDAI,HYUNDAI GALLOPER,Sedã,292
292,FIAT,FIAT PALIO EDX 1.0 MPI 4P,Passeio,293
293,RENAULT,RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,Passeio,294
294,PORSCHE,PORSCHE CAYENNE 3.0 TURBO V6 340CV,Passeio,295
295,FIAT,FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,Van/Utilitário,296
296,FORD,FORD KA 1.0 S TIVCT FLEX 5P,Passeio,297
297,VW - VOLKSWAGEN,VW - VOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.,SUV,298
298,PEUGEOT,PEUGEOT 308 ALLURE 1.6 FLEX 16V 5P MEC.,Hatch,299
299,FIAT,FIAT TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.,Pick-up,300
300,FORD,FORD KA 1.5 SEDAN SE 12V FLEX 4P MEC.,Passeio,301
301,PEUGEOT,PEUGEOT BOXER 2.3 LH EXECUTIVE 15/16L TB DIESEL,Van/Utilitário,302
302,HONDA,HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,Sedã,303
303,VW - VOLKSWAGEN,VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,Hatch,304
304,TOYOTA,TOYOTA COROLLA ALTIS PREM. HYBRID 1.8 FLEX AUT,Sedã,305
305,VW - VOLKSWAGEN,VW - VOLKSWAGEN UP! TRACK 1.0 TOTAL FLEX 12V 5P,Hatch,306
306,JEEP,JEEP COMPASS SPORT 2.0 16V 156CV 5P,SUV,307
307,RENAULT,RENAULT SANDERO,,308
308,NISSAN,NISSAN KICKS S 1.6 16V FLEXSTAR 5P MEC.,,309
309,JEEP,JEEP COMPASS,,310
310,NISSAN,NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,Sedã,311
311,HYUNDAI,HYUNDAI VELOSTER 1.6 16V  140CV AUT.,Hatch,312
312,CITROEN,CITROEN C4 CACTUS,,313
313,GM - CHEVROLET,GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,Sedã,314
314,TOYOTA,TOYOTA HILUX CD SRV D4-D 4X2 3.0 163CV TDI DIES,Pick-up,315
315,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL 1.6 MI PLUS TOTAL FLEX 8V 4P,Passeio,316
316,FORD,FORD CORCEL II L,Sedã,317
317,FIAT,FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,Hatch,318
318,CHERY,CHERY CELER SEDAN ACT 1.5 16V FLEX 5P,Sedã,319
319,GM - CHEVROLET,GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P AUT.,Hatch,320
320,VW - VOLKSWAGEN,VW - VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P,SUV,321
321,MERCEDES-BENZ,MERCEDES-BENZ A 200 1.6 TURBO,Hatch,322
322,TOYOTA,TOYOTA HILUX CS 4X4 2.8 TDI DIESEL MEC.,Pick-up,323
323,VW - VOLKSWAGEN,VW - VOLKSWAGEN JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,Sedã,324
324,RENAULT,RENAULT DUSTER DYNAMIQUE 2.0  HI-FLEX 16V AUT.,SUV,325
325,RENAULT,RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,Hatch,326
326,PEUGEOT,PEUGEOT 408 SEDAN ALLURE 2.0 FLEX 16V 4P MEC.,Sedã,327
327,NISSAN,NISSAN FRONTIER XE  CD 4X4 2.5 TB DIESEL,Pick-up,328
328,GM - CHEVROLET,GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.,Sedã,329
329,BMW,BMW X4 M40I 3.0 TURBO V6 360CV AUT.,Passeio,330
330,MITSUBISHI,MITSUBISHI PAJERO SPORT HPE 2.4 4X4 DIESEL AUT.,SUV,331
331,VW - VOLKSWAGEN,VW - VOLKSWAGEN POLO 1.0 MI 79CV 16V 5P,Hatch,332
332,FORD,FORD KA 1.0 TECNO 8V FLEX 3P,Hatch,333
333,HYUNDAI,HYUNDAI HR 2.5 TCI DIESEL (RS/RD),Pick-up,334
334,HYUNDAI,HYUNDAI HB20S DIAMOND PLUS 1.0 TB FLEX 12V AUT,Passeio,335
335,HYUNDAI,HYUNDAI VISION 1.6 FLEX 16V MEC,Passeio,336
336,KIA MOTORS,KIA MOTORS SPORTAGE 2.0 16V AUT.,SUV,337
337,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOLF 1.6MI/ 1.6MI GENER./BLACK & SILVER,Hatch,338
338,GM - CHEVROLET,GM - CHEVROLET TRACKER LT 1.8 16V FLEX 4X2 AUT.,,339
339,PEUGEOT,PEUGEOT 207 XR 1.4 FLEX 8V 5P,Hatch,340
340,FORD,FORD RANGER XL 2.8 8V 135CV 4X4 CD TB DIESEL,Pick-up,341
341,RENAULT,RENAULT CLIO EXPRESSION HI-FLEX 1.0 16V 5P,Hatch,342
342,GM - CHEVROLET,GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,Hatch,343
343,NISSAN,NISSAN MARCH SV 1.6 16V FLEX FUEL,Hatch,344
344,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL PLUS 1.0 MI TOTAL FLEX 4P,Passeio,345
345,CITROEN,CITROEN JUMPY FURGÃO PACK 1.6 TURBO DIESEL,,346
346,FIAT,FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,Pick-up,347
347,FORD,FORD KA 1.0I 3P,Hatch,348
348,HONDA,HONDA FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT,Hatch,349
349,FIAT,FIAT FREEMONT,Hatch,350
350,FIAT,FIAT STRADA ENDURANCE 1.4 FLEX 8V C,,351
351,FIAT,FIAT ARGO 1.0 6V FLEX.,Passeio,352
352,FIAT,FIAT CRONOS,,353
353,FORD,FORD EDGE SEL 3.5 V6 24V AWD AUT.,SUV,354
354,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOLF 1.6 MI TRIP/ SPORT 101CV 8V,Hatch,355
355,TOYOTA,TOYOTA HILUX CS DX 4X2 3.0 8V 90CV DIESEL,Pick-up,356
356,RENAULT,RENAULT DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,SUV,357
357,VW - VOLKSWAGEN,VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,Pick-up,358
358,FIAT,FIAT CRONOS DRIVE 1.3 8V FLEX,Sedã,359
359,GM - CHEVROLET,GM - CHEVROLET COBALT,,360
360,BMW,BMW X3 XDRIVE 20I 2.0/X-LINE BI-TB FLEX AUT.,,361
361,HONDA,HONDA HR-V,,362
362,RENAULT,RENAULT DUSTER OROCH DYNA. 2.0 HI-FLEX 16V AUT.,Pick-up,363
363,FIAT,FIAT 500 CULT 1.4 FLEX 8V EVO MEC.,Hatch,364
364,RENAULT,RENAULT STEPWAY ZEN FLEX 1.6 16V MEC.,Hatch,365
365,VW - VOLKSWAGEN,VW - VOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5P,Hatch,366
366,HYUNDAI,HYUNDAI IX35 2.0 16V 170CV 2WD/4WD AUT.,,367
367,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,Hatch,368
368,FIAT,FIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUS,Pick-up,369
369,FORD,FORD KA 1.5 SE 12V FLEX 5P AUT.,Passeio,370
370,VW - VOLKSWAGEN,VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,Pick-up,371
371,HYUNDAI,HYUNDAI HB20S C.STYLE/C.PLUS1.6 FLEX 16V AUT. 4P,Sedã,372
372,HONDA,HONDA CITY SEDAN DX 1.5 FLEX 16V AUT.,Passeio,373
373,TOYOTA,TOYOTA COROLLA GLI 1.8 FLEX 16V MEC.,Passeio,374
374,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX CONNECT I MOTION 1.6 FLEX 8V 5P,Hatch,375
375,GM - CHEVROLET,GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,Hatch,376
376,VW - VOLKSWAGEN,VW - VOLKSWAGEN POLO SEDAN 1.6 MI TOTAL FLEX 8V 4P,Sedã,377
377,JEEP,JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.,Conversível,378
378,MITSUBISHI,MITSUBISHI L200 TRITON HPE 3.5 CD V6 24V FLEX AUT.,Pick-up,379
379,JEEP,JEEP COMPASS LONG. TD 350 2.0 4X4 DIESEL AUT,SUV,380
380,BMW,BMW M235I XDRIVE GRAN COUPÉ 2.0 AUT,Sedã,381
381,AUDI,AUDI A5 SPORTBACK 2.0 16V TFSI 211CV MULTI.,Sedã,382
382,FORD,FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,SUV,383
383,FORD,FORD ECOSPORT FREESTYLE 2.0 16V FLEX 5P AUT.,Passeio,384
384,VW - VOLKSWAGEN,VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T.FLEX 16V CD,Pick-up,385
385,TOYOTA,TOYOTA ETIOS,,386
386,MITSUBISHI,MITSUBISHI OUTLANDER SPORT HPE 2.0 16V FLEX AUT,Passeio,387
387,FIAT,FIAT TORO,,388
388,TOYOTA,TOYOTA YARIS XL PLUS T. SED. 1.5 FLEX 16V AUT.,Passeio,389
389,FIAT,FIAT MOBI EASY 1.0 FIRE FLEX 5P.,Hatch,390
390,FORD,FORD F-350 2.8 TURBO INTERCOOLER DIESEL 2P MANUAL,Pick-up,391
391,FORD,FORD RANGER LIMITED 3.2 20V 4X4 CD AUT. DIES.,Passeio,392
392,GM - CHEVROLET,GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,Hatch,393
393,FIAT,FIAT MOBI WAY ON 1.0 FIRE FLEX 5P.,Hatch,394
394,TOYOTA,TOYOTA HILUX,,395
395,TOYOTA,TOYOTA COROLLA DYNAMIC 2.0 FLEX 16V AUT.,Passeio,396
396,PEUGEOT,PEUGEOT 308 ACTIVE 1.6 FLEX 16V 5P MEC.,Hatch,397
397,FORD,FORD RANGER,,398
398,FIAT,FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CE,Pick-up,399
399,HYUNDAI,HYUNDAI CRETA ACTION 1.6 16V FLEX AUT,Passeio,400
400,HYUNDAI,HYUNDAI HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,Hatch,401
401,TOYOTA,TOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICO,Sedã,402
402,GM - CHEVROLET,GM - CHEVROLET JOY PLUS 1.0 8V 4P FLEX MEC,Passeio,403
403,JEEP,JEEP GRAND CHEROKEE LAREDO 3.6 4X4 V6 AUT.,,404
404,HONDA,HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V MEC. 4P,Sedã,405
405,VW - VOLKSWAGEN,VW - VOLKSWAGEN TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4,SUV,406
406,CITROEN,CITROEN AIRCROSS SHINE 1.6 FLEX 16V 5P AUT.,,407
407,HONDA,HONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4P,Sedã,408
408,RAM,RAM 2500 LARAMIE  6.7 TDI  CD 4X4 DIESEL,Passeio,409
409,VW - VOLKSWAGEN,VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,Sedã,410
410,FIAT,FIAT TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,Pick-up,411
411,GM - CHEVROLET,GM - CHEVROLET ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,Hatch,412
412,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL SPECIAL 1.0 TOTAL FLEX 8V 5P,Passeio,413
413,HYUNDAI,HYUNDAI IX35 GL 2.0 16V 2WD FLEX AUT.,SUV,414
414,HYUNDAI,HYUNDAI HB20 VISION 1.0 FLEX 12V MEC,Passeio,415
415,CITROEN,CITROEN C3 TENDANCE PURE TECH 1.2 FLEX 12V MEC.,Hatch,416
416,VW - VOLKSWAGEN,VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CD,Pick-up,417
417,GM - CHEVROLET,GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,SUV,418
418,RENAULT,RENAULT DUSTER OROCH DYNA. 2.0 HI-FLEX 16V MEC.,Van/Utilitário,419
419,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,,420
420,RENAULT,RENAULT DUSTER OROCH DYNA. 1.6 HI-FLEX 16V MEC,Pick-up,421
421,AUDI,AUDI Q8 PERF.BL. 3.0 TFSI COUPE QUAT. S-TRON.,Passeio,422
422,HONDA,HONDA HR-V LX 1.8 FLEXONE 16V 5P AUT.,,423
423,TOYOTA,TOYOTA COROLLA CROSS XRE 2.0 16V FLEX AUT,,424
424,JEEP,JEEP RENEGADE TRAILHAWK 2.0 4X4 TB DIESEL AUT,SUV,425
425,TOYOTA,TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,Sedã,426
426,SSANGYONG,SSANGYONG KYRON 2.0 16V 141CV  TDI DIESEL AUT.,,427
427,FORD,FORD CORCEL II GL/GT,Sedã,428
428,VW - VOLKSWAGEN,VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,Pick-up,429
429,MITSUBISHI,MITSUBISHI PAJERO FULL GLS/GLS/PKHPE 3.2 DIES.TI 5P,SUV,430
430,DODGE,DODGE JOURNEY SXT 3.6 V6 AUT.,SUV,431
431,FORD,FORD MUSTANG 3.8 V6,Conversível,432
432,TOYOTA,TOYOTA COROLLA XLI 1.8/1.8 FLEX 16V MEC.,Sedã,433
433,FIAT,FIAT LINEA ESSENCE 1.8 FLEX 16V 4P,Passeio,434
434,JEEP,JEEP RENEGADE LONGITUDE 2.0 4X4 TB DIESEL AUT,SUV,435
435,TOYOTA,TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V AUT.,Sedã,436
436,VW - VOLKSWAGEN,VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,Sedã,437
437,FIAT,FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,Hatch,438
438,RENAULT,RENAULT CLIO AUTH. /AIR HI-FLEX 1.6 16V 5P,Hatch,439
439,TOYOTA,TOYOTA COROLLA XRS 2.0 FLEX 16V AUT.,Passeio,440
440,TOYOTA,TOYOTA COROLLA DX/ SW DX 1.6 16V,Sedã,441
441,GM - CHEVROLET,GM - CHEVROLET BLAZER S-10 4.3 V6,,442
442,FIAT,FIAT PALIO EX 1.0 MPI 4P,Passeio,443
443,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX ROUTE 1.0 MI TOTAL FLEX 8V 5P,Passeio,444
444,HYUNDAI,HYUNDAI HB20S VISION 1.0 FLEX 12V MEC,Sedã,445
445,GM - CHEVROLET,GM - CHEVROLET JOY HATCH 1.0 8V BLACK EDITION FLEX MEC,Hatch,446
446,JEEP,JEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,Passeio,447
447,HONDA,HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,,448
448,NISSAN,NISSAN VERSA SV 1.6 16V FLEXSTART 4P AUT.,Sedã,449
449,PEUGEOT,PEUGEOT 206 SW PRESENCE 1.4/ 1.4 FLEX 8V 5P,Passeio,450
450,JEEP,JEEP COMPASS LIMITED TD 350 2.0 4X4 DIE. AUT,Passeio,451
451,TOYOTA,TOYOTA ETIOS 1.3 FLEX 16V 5P MEC.,Hatch,452
452,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX SPORTLINE/SPORTS 1.6/1.6 TOT.FLEX 4P,Passeio,453
453,PEUGEOT,PEUGEOT 206 PRESENCE 1.4/ 1.4 FLEX 8V 5P,Hatch,454
454,FORD,FORD FIESTA GL 1.0 5P,Hatch,455
455,FIAT,FIAT DUCATO MINIBUS 2.3 16V DIESEL,Van/Utilitário,456
456,GM - CHEVROLET,GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,Passeio,457
457,NISSAN,NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,SUV,458
458,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 4P,Hatch,459
459,MITSUBISHI,MITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 MEC.,SUV,460
460,SUZUKI,SUZUKI JIMNY,SUV,461
461,FIAT,FIAT SIENA EL CELEB. 1.4 MPI FIRE FLEX 8V 4P,Sedã,462
462,MERCEDES-BENZ,MERCEDES-BENZ C-200 EQ BOOST 1.5 TB 16V 183CV AUT.,Sedã,463
463,GM - CHEVROLET,GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,Sedã,464
464,FORD,FORD KA 1.0 FREESTYLE 12V FLEX 5P MEC.,Hatch,465
465,TOYOTA,TOYOTA YARIS XL 1.3 FLEX 16V 5P AUT.,,466
466,RENAULT,RENAULT MASTER 2.5 DCI FURGÃOTB CURTO DIESEL,Van/Utilitário,467
467,GM - CHEVROLET,GM - CHEVROLET VECTRA GLS/EXPRES.2.2/ 2.0 E 2.0 CD 8V,Sedã,468
468,FORD,FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,SUV,469
469,MITSUBISHI,MITSUBISHI PAJERO HPE 3.2 4X4 T.I. DIES. 5P AUT.,Pick-up,470
470,RENAULT,RENAULT CAPTUR INTENSE 2.0 16V FLEX 5P AUT.,Passeio,471
471,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX PLUS 1.0MI/ 1.0MI TOTAL FLEX 8V 4P,Passeio,472
472,FIAT,FIAT ARGO DRIVE GSR 1.3 8V FLEX,Passeio,473
473,CITROEN,CITROEN C4 PICASSO/PIC. LA LUNA 2.0 16V  AUT.,SUV,474
474,FIAT,FIAT STRADA 1.4 MPI FIRE FLEX 8V CE,Passeio,475
475,VW - VOLKSWAGEN,VW - VOLKSWAGEN GTS 1.4 TSI 16V FLEX,Hatch,476
476,TOYOTA,TOYOTA HILUX SW4 SRX DIAMO. 4X4 2.8 TB DIE AUT,SUV,477
477,MERCEDES-BENZ,MERCEDES-BENZ GLK-220 CDI 2.2 TB 4X4 170CV AUT. DIESEL,Passeio,478
478,FIAT,FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CD,Pick-up,479
479,MITSUBISHI,MITSUBISHI ASX GLS FWD 2.0 16V FLEX AUT.,SUV,480
480,FIAT,FIAT PALIO WEEKEND ADVENTURE LOCKER 1.8 FLEX,SUV,481
481,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL CLI / CL/ COPA/ STONES 1.6,Hatch,482
482,BMW,BMW X1,,483
483,FORD,FORD ECOSPORT XLT FREESTYLE 2.0 FLEX 16V 5P,SUV,484
484,MERCEDES-BENZ,MERCEDES-BENZ C-200 CGI AVANTGARDE 1.8 16V 184CV AUT.,Passeio,485
485,TOYOTA,TOYOTA COROLLA XEI 1.8/1.8 FLEX 16V MEC.,Passeio,486
486,GM - CHEVROLET,GM - CHEVROLET JOY HATCH 1.0 8V FLEX 5P MEC,Passeio,487
487,FIAT,FIAT FIORINO WORKING 1.4 FLEX 8V 2P,Passeio,488
488,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 8V 5P,Hatch,489
489,NISSAN,NISSAN MARCH 1.0 16V FLEX FUEL 5P,Hatch,490
490,AUDI,AUDI TT ROADSTER 2.0 16V TFSI S-TRONIC,Sedã,491
491,HYUNDAI,HYUNDAI HB20S OCEAN 1.6 FLEX 16V 4P AUT.,Sedã,492
492,JEEP,JEEP GRAND CHEROKEE LAREDO 4.0 AUT.,SUV,493
493,JEEP,JEEP RENEGADE SPORT 2.0 4X4 TB DIESEL AUT.,SUV,494
494,FIAT,FIAT ARGO,Passeio,495
495,AUDI,AUDI Q7 3.6 V6 284CV QUATTRO TIPTRONIC,Passeio,496
496,VW - VOLKSWAGEN,VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,Sedã,497
497,VW - VOLKSWAGEN,VW - VOLKSWAGEN UP! CROSS 1.0 T. FLEX 12V 5P,Hatch,498
498,FIAT,FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P,Passeio,499
499,FORD,FORD ESCORT,SUV,500
500,RENAULT,RENAULT LOGAN EXPRES. AVANTAGE FLEX 1.6 16V 4P,Sedã,501
501,FIAT,FIAT PALIO 1.0 CELEBR. ECONOMY F.FLEX 8V 2P,Hatch,502
502,RENAULT,RENAULT CLIO HI-FLEX/ EXPRES. HI-FLEX 1.6 16V 5P,Sedã,503
503,GM - CHEVROLET,GM - CHEVROLET CORSA SED CLAS.SUPER 1.6MPFI VHC 8V AUT,Sedã,504
504,FIAT,FIAT MOBI LIKE ON 1.0 FIRE FLEX 5P.,Pick-up,505
505,FIAT,FIAT STRADA ADV.1.8 16V  LOCKER DUAL. FLEX CE,Pick-up,506
506,FIAT,FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,Sedã,507
507,MITSUBISHI,MITSUBISHI L200 OUTDOOR HPE 2.5 4X4 CD T.DIES. MEC.,Pick-up,508
508,RENAULT,RENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.,Sedã,509
509,GM - CHEVROLET,GM - CHEVROLET CORSA SUPER 1.0 MPFI / 2P E 4P,Hatch,510
510,HYUNDAI,HYUNDAI 2.0 MPFI GLS 16V 143CV 2WD FLEX 4P AUT,SUV,511
511,GM - CHEVROLET,GM - CHEVROLET CORSA SED. MAXX 1.8 MPFI 8V FLEXPOWER,Sedã,512
512,NISSAN,NISSAN FRONTIER ATTAC.CD 4X4 2.3 BI-TB DIE. AUT,Pick-up,513
513,RENAULT,RENAULT SANDERO LIFE FLEX 1.0 12V 5P MEC.,Hatch,514
514,FORD,FORD FIESTA CLASS 1.6 8V 98CV 5P,Hatch,515
515,TROLLER,TROLLER T-4 CONNECT 4X4 3.2 TDI CAP.RIG.DIE.AUT,Passeio,516
516,TROLLER,TROLLER T-4 TX4 4X4 3.2 20V CAP. RÍGIDO DIESEL,Passeio,517
517,FORD,FORD RANGER XLT 3.0 PSE 163CV 4X4 CD TB DIES.,Pick-up,518
518,BMW,BMW X1 SDRIVE 20I 2.0/2.0 TB ACTI.FLEX AUT.,SUV,519
519,HYUNDAI,HYUNDAI CRETA SPORT 2.0 16V FLEX AUT.,Passeio,520
520,GM - CHEVROLET,GM - CHEVROLET SPIN LT 1.8 8V ECONO.FLEX 5P AUT.,Van/Utilitário,521
521,PEUGEOT,PEUGEOT 207 SED. PASSION XR SPORT 1.4 FLEX 8V 4P,Sedã,522
522,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL 1.6 MI/ POWER 1.6 MI 4P,,523
523,FIAT,FIAT PALIO ATTRA. BEST SELLER 1.4 EVO FLEX 5P,Hatch,524
524,CITROEN,CITROEN C3 GLX 1.4/ GLX SONORA 1.4 FLEX 8V 5P,Hatch,525
525,NISSAN,NISSAN SENTRA S 2.0 FLEXSTART 16V AUT.,Sedã,526
526,GM - CHEVROLET,GM - CHEVROLET SPIN ACTIV7 1.8 8V ECONO.FLEX 5P AUT.,Passeio,527
527,GM - CHEVROLET,GM - CHEVROLET ONIX  LOLLAPALOOZA 1.0 F.POWER 5P MEC.,Passeio,528
528,FORD,FORD SE 1.6 POWERSHIFT AUT.,Passeio,529
529,MITSUBISHI,MITSUBISHI L200 TRITON SPORT HPE-S 2.4 CD DIES. AUT,Pick-up,530
530,GM - CHEVROLET,GM - CHEVROLET S10,,531
531,RENAULT,RENAULT DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,,532
532,VW - VOLKSWAGEN,VW - VOLKSWAGEN SPACEFOX COMFORTLINE 1.6 MI T.FLEX 8V 5P,Sedã,533
533,GM - CHEVROLET,GM - CHEVROLET CELTA LIFE 1.0 MPFI VHC 8V 5P,Hatch,534
534,GM - CHEVROLET,GM - CHEVROLET ASTRA ADVANT. 2.0 MPFI 8V FLEXP. 5P AUT.,Hatch,535
535,MERCEDES-BENZ,MERCEDES-BENZ GLC-250 4MATIC 2.0 TB 16V AUT.,SUV,536
536,GM - CHEVROLET,GM - CHEVROLET COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,Sedã,537
537,FIAT,FIAT STRADA VOLCANO 1.3 FLEX 8V CD,Pick-up,538
538,MITSUBISHI,MITSUBISHI PAJERO TR4 GLS 2.0 FLEX 16V 4X4 MEC.,SUV,539
539,FIAT,FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,,540
540,TOYOTA,TOYOTA COROLLA ALTIS HYBRID 1.8 16V FLEX AUT.,Sedã,541
541,FORD,FORD FIESTA SE 1.0 8V FLEX 5P,Hatch,542
542,FIAT,FIAT IDEA ATTRACTIVE 1.4 FIRE FLEX 8V 5P,Hatch,543
543,FORD,FORD KA HATCH SE 1.0 FLEX 4P C/AR,Hatch,544
544,FORD,FORD KA+,Hatch,545
545,TOYOTA,TOYOTA 1.8 GLI UPPER 16V FLEX 4P AUTOMATICO,,546
546,FORD,FORD ECOSPORT XL 1.6/ 1.6 FLEX 8V 5P,SUV,547
547,GM - CHEVROLET,GM - CHEVROLET VECTRA GL 2.2 / 2.0 MPFI,Sedã,548
548,GM - CHEVROLET,GM - CHEVROLET SONIC HB LT 1.6 16V FLEXPOWER 5P AUT.,Hatch,549
